,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1712590,I-200-20311-903679,Certified,2020-11-19,"Medical Scientists, Except Epidemiologists",The University Of Texas M.d. Anderson Cancer Center,Houston,California,46093.0,Texas,30029572.0
1712591,I-200-20311-903367,Certified,2020-11-20,"Software Developers, Applications","Randstad Technologies, Llc",Iowa City,California,90418.0,Iowa,3200517.0
1712592,I-200-20311-903426,Certified,2020-11-20,Document Management Specialists,Dell Usa L.p.,Austin,California,130213.0,Texas,30029572.0
1712593,I-200-20311-903582,Certified,2020-11-20,"Software Developers, Applications","Randstad Technologies, Llc",Fort Mill,California,120224.0,South Carolina,5282634.0
1712594,I-200-20311-903456,Certified,2020-11-25,"Mathematical Science Teachers, Postsecondary",University Of Florida,Gainesville,California,71840.0,Florida,22244823.0
1712595,I-200-20312-903934,Certified,2020-12-07,"Software Developers, Applications",Visa Technology & Operations Llc,Foster City,California,93304.0,California,39029342.0
1712596,I-200-20311-903444,Certified,2020-12-08,Materials Scientists,Columbia University,New York,California,60000.0,New York,19677151.0
1712597,I-200-20311-903518,Certified,2020-12-09,Environmental Engineers,University Of Oklahoma,Norman,California,69417.0,Oklahoma,4019800.0
1712598,I-200-20311-903543,Certified,2020-12-11,Computer Systems Engineers/Architects,Emc Corporation,Greensboro,California,133598.0,North Carolina,10698973.0
1712599,I-200-20314-905258,Certified,2020-12-07,Software Quality Assurance Engineers And Testers,"Saipsit, Inc.",Mclean,California,135533.0,Virginia,8683619.0
1712600,I-200-20314-904613,Certified,2020-12-23,"Software Developers, Applications",Apex Technology Group Inc.,Charlotte,California,120224.0,North Carolina,10698973.0
1712601,I-200-20314-904624,Certified,2020-12-23,"Software Developers, Applications",Apex Technology Group Inc.,Charlotte,California,147326.0,North Carolina,10698973.0
1712602,I-200-20314-904659,Certified,2020-12-16,"Software Developers, Applications",V3tech Solutions Inc,Hoffman Estates,California,92539.0,Illinois,12582032.0
1712603,I-200-20314-905236,Certified,2020-12-21,Validation Engineers,Validation Associates Llc,South Boston,California,108430.0,Massachusetts,6981974.0
1712604,I-200-20314-905171,Certified,2020-11-17,Validation Engineers,Ameri-Kart Corp Kansas,Bristol,California,60923.0,Indiana,6833037.0
1712605,I-200-20314-904295,Certified,2020-11-19,"Software Developers, Applications",Db Usa Core Corporation,Jacksonville,California,72866.0,Florida,22244823.0
1712606,I-200-20314-904505,Certified,2020-11-23,Network And Computer Systems Administrators,Indiana University,Bloomington,California,72550.0,Indiana,6833037.0
1712607,I-200-20314-905408,Certified,2020-11-23,"Physicians And Surgeons, All Other","Rutgers,The State University Of New Jersey",Newark,California,112079.0,New Jersey,9261699.0
1712608,I-200-20314-904969,Certified,2020-12-01,"Electrical Engineers, R&D",University Of Colorado,Boulder,California,57346.0,Colorado,5839926.0
1712609,I-200-20314-904635,Certified,2020-12-09,"Biological Scientists, All Other",Howard Hughes Medical Institute,Ashburn,California,82638.0,Virginia,8683619.0
1712610,I-200-20314-905217,Certified,2020-12-22,"Software Developers, Applications","Spr Software Systems, Llc",Westlake,California,127213.0,Texas,30029572.0
1712611,I-200-20315-907352,Certified,2020-11-18,Information Technology Project Managers,"Sanpro Technologies, Inc.",Westlake,California,89222.0,Texas,30029572.0
1712612,I-200-20315-906290,Certified,2020-12-01,Software Quality Assurance Engineers And Testers,L&T Technology Services Limited,Lake Forest,California,86232.0,California,39029342.0
1712613,I-200-20315-906921,Certified,2020-12-09,"Software Developers, Applications","Micronet It Solutions, Inc.",Des Moines,California,107931.0,Iowa,3200517.0
1712614,I-200-20315-907278,Certified,2020-11-24,"Software Developers, Applications",Ciber Global Llc,Santa Clara,California,125800.0,California,39029342.0
1712615,I-200-20315-906897,Certified,2020-12-09,"Software Developers, Applications","Micronet It Solutions, Inc.",Mooresville,California,120224.0,North Carolina,10698973.0
1712616,I-200-20315-906489,Certified,2020-12-09,"Software Developers, Applications",Csxtech Inc.,Taylor,California,117499.0,Michigan,10034113.0
1712617,I-200-20315-906658,Certified,2020-12-09,"Software Developers, Applications",Kastech Solutions Llc,Cincinnati,California,150550.0,Ohio,11756058.0
1712618,I-200-20315-906950,Certified,2020-12-10,"Software Developers, Applications","Micronet It Solutions, Inc.",Sugar Land,California,122158.0,Texas,30029572.0
1712619,I-200-20315-906644,Certified,2020-11-30,"Software Developers, Applications","Taxact, Inc.",Coppell,California,92418.0,Texas,30029572.0
1712620,I-200-20315-907294,Certified,2020-12-03,Mechanical Engineers,Cummins Inc.,Columbus,California,66785.0,Indiana,6833037.0
1712621,I-200-20315-906715,Certified,2020-12-15,Industrial Production Managers,"Lutron Ketra, Llc",Austin,California,87259.0,Texas,30029572.0
1712622,I-200-20315-906262,Certified,2020-12-16,Supply Chain Managers,"Micron Technology, Inc.",Boise,California,140962.0,Idaho,1939033.0
1712623,I-200-20315-905898,Certified,2020-12-30,Financial Quantitative Analysts,Home Point Financial Corporation,Bothell,California,117229.0,Washington,7785786.0
1712624,I-200-20316-907668,Certified,2020-11-18,Software Quality Assurance Engineers And Testers,Ibm India Private Limited,Bethesda,California,135533.0,Maryland,6164660.0
1712625,I-200-20316-908845,Certified,2020-11-20,"Internists, General","Broward Infectious Disease And Primary Care, Llc",Margate,California,208000.0,Florida,22244823.0
1712626,I-200-20316-908275,Certified,2020-11-24,"Medical Scientists, Except Epidemiologists",University Of Pittsburgh,Pittsburgh,California,52704.0,Pennsylvania,12972008.0
1712627,I-200-20317-909282,Certified,2020-11-25,"Software Developers, Systems Software",Dell Products L.p.,Round Rock,California,136829.0,Texas,30029572.0
1712628,I-200-20316-907968,Certified,2020-12-02,Financial Managers,Amazon.com Services Llc,Seattle,California,118427.0,Washington,7785786.0
1712629,I-200-20316-908909,Certified,2020-12-03,Cost Estimators,Michels Corporation,New Rochelle,California,73029.0,New York,19677151.0
1712630,I-200-20316-909135,Certified,2020-12-09,"Computer Occupations, All Other","Lavsun Technologies, Inc",Albany,California,94349.0,New York,19677151.0
1712631,I-200-20316-907936,Certified,2020-12-28,Computer Systems Analysts,"Whole Foods Market Services, Inc.",Austin,California,101298.0,Texas,30029572.0
1712632,I-200-20317-909740,Certified,2020-11-19,"Software Developers, Applications","Nb Ventures, Inc",Clark,California,97154.0,New Jersey,9261699.0
1712633,I-200-20317-910643,Certified,2020-11-23,"Software Developers, Applications",Axtria Inc,Shrewsbury,California,94413.0,Massachusetts,6981974.0
1712634,I-200-20317-909415,Certified,2020-11-20,Technical Writers,L&T Technology Services Llc,Austin,California,79019.0,Texas,30029572.0
1712635,I-200-20317-910785,Certified,2020-12-16,"Software Developers, Applications",Savantis Solutions Llc,Cumming,California,117603.0,Georgia,10912876.0
1712636,I-200-20317-910657,Certified,2020-11-19,Hydrologists,"University Of California, Santa Cruz",Monterey,California,73000.0,California,39029342.0
1712637,I-200-20317-909805,Certified,2020-11-19,"Dentists, All Other Specialists",Dental Dreams Pllc,Flint,California,114483.0,Michigan,10034113.0
1712638,I-200-20317-910668,Certified,2020-11-19,Information Technology Project Managers,"Fullbeauty Brands Management Services, L.p.",New York,California,112632.0,New York,19677151.0
1712639,I-200-20318-911130,Certified,2020-11-19,"Software Developers, Applications",Roblox Corporation,San Mateo,California,208000.0,California,39029342.0
1712640,I-200-20317-909929,Certified,2020-11-23,Molecular And Cellular Biologists,Washington State University,Pullman,California,56680.0,Washington,7785786.0
1712641,I-200-20317-910157,Certified,2020-11-23,"Medical Scientists, Except Epidemiologists",University Of Pittsburgh,Pittsburgh,California,55973.0,Pennsylvania,12972008.0
1712642,I-200-20318-911071,Certified,2020-12-03,"Software Developers, Applications",Globallogic Inc.,Sunnyvale,California,128750.0,California,39029342.0
1712643,I-200-20317-909565,Certified,2020-12-09,"Software Developers, Applications",Cognia Inc.,Dover,California,100152.0,New Hampshire,1395231.0
1712644,I-200-20317-910913,Certified,2020-12-09,Computer And Information Systems Managers,"Board Of Trustees, Univ Of Il, Behalf Of Discovery Partners Inst",Chicago,California,211162.0,Illinois,12582032.0
1712645,I-200-20317-910164,Certified,2020-12-10,Financial Managers,"T-Mobile Usa, Inc.",Bellevue,California,150425.0,Washington,7785786.0
1712646,I-200-20318-911124,Certified,2020-12-11,"Software Developers, Systems Software",Dell Products Lp,Austin,California,132192.0,Texas,30029572.0
1712647,I-200-20318-911191,Certified,2020-12-17,Computer Systems Engineers/Architects,Globallogic Inc.,Irvine,California,132891.0,California,39029342.0
1712648,I-200-20318-911217,Certified,2020-12-17,Advertising And Promotions Managers,Michigan State University,East Lansing,California,57284.0,Michigan,10034113.0
1712649,I-200-20317-909702,Certified,2020-12-18,"Software Developers, Systems Software","Spreetail, Llc",Omaha,California,93101.0,Nebraska,1967923.0
1712650,I-200-20318-911049,Certified,2020-12-18,Computer Network Support Specialists,"Learfield Communications, Llc",Exton,California,64646.0,Pennsylvania,12972008.0
1712651,I-200-20318-911927,Certified,2020-12-09,"Software Developers, Applications",Csxtech Inc.,Cumberland,California,132517.0,Rhode Island,1093734.0
1712652,I-200-20318-912227,Certified,2020-12-23,"Software Developers, Applications",Iq Spectra Inc.,Twinsburg,California,99694.0,Ohio,11756058.0
1712653,I-200-20318-911982,Certified,2020-11-23,Computer Programmers,Cyberthink Inc,Houston,California,113818.0,Texas,30029572.0
1712654,I-200-20318-912242,Certified,2020-12-10,"Software Developers, Systems Software","Pony.ai, Inc.",Fremont,California,161961.0,California,39029342.0
1712655,I-200-20319-912796,Certified,2020-12-15,"Software Developers, Systems Software","Pony.ai, Inc.",Fremont,California,161961.0,California,39029342.0
1712656,I-200-20318-911388,Certified,2020-11-23,Web Developers,"Comcast Cable Communications, Llc",New York,California,73008.0,New York,19677151.0
1712657,I-200-20318-911969,Certified,2020-11-25,Accountants And Auditors,Credit Suisse Securities (Usa) Llc,New York,California,88234.0,New York,19677151.0
1712658,I-200-20318-912119,Certified,2020-11-25,Business Intelligence Analysts,P3 Health Group Holdings Llc,Tucson,California,72384.0,Arizona,7359197.0
1712659,I-200-20318-912448,Certified,2020-12-07,"Software Developers, Applications","Abiomed, Inc.",Danvers,California,139797.0,Massachusetts,6981974.0
1712660,I-200-20319-912868,Certified,2020-12-09,Computer And Information Systems Managers,"Dtex Systems, Inc.",San Jose,California,151289.0,California,39029342.0
1712661,I-200-20318-912572,Certified,2020-12-09,Computer Network Architects,"Dropbox, Inc.",San Francisco,California,162136.0,California,39029342.0
1712662,I-200-20319-912856,Certified,2020-12-18,Computer Programmers,Globallogic Inc.,Las Vegas,California,118019.0,Nevada,3177772.0
1712663,I-200-20318-912368,Certified,2020-12-18,"Software Developers, Applications","Tech Rakers, Inc.",Fairfax,California,113198.0,Virginia,8683619.0
1712664,I-200-20319-912843,Certified,2020-12-28,Software Quality Assurance Engineers And Testers,Globallogic Inc.,Deerfield,California,83237.0,Illinois,12582032.0
1712665,I-200-20319-912943,Certified,2020-11-23,"Software Developers, Applications","Jeanswear Services, Llc",Greensboro,California,91790.0,North Carolina,10698973.0
1712666,I-200-20322-914841,Certified,2020-12-11,Computer And Information Systems Managers,"Facebook, Inc.",Menlo Park,California,190607.0,California,39029342.0
1712667,I-200-20321-914144,Certified,2020-12-04,"Software Developers, Applications","Advanced Knowledge Tech, Llc",Plano,California,127213.0,Texas,30029572.0
1712668,I-200-20321-914104,Certified,2020-12-09,"Software Developers, Applications",Nityasoftware Solutions Inc,Austin,California,120037.0,Texas,30029572.0
1712669,I-200-20321-913758,Certified,2020-12-03,Mechanical Engineers,Cummins Inc.,Seymour,California,66785.0,Indiana,6833037.0
1712670,I-200-20321-913891,Certified,2020-12-11,"Medical Scientists, Except Epidemiologists",Emory University,Atlanta,California,45656.0,Georgia,10912876.0
1712671,I-200-20321-913388,Certified,2020-12-22,"Software Developers, Applications","Discovery Communications, Llc",Sterling,California,142248.0,Virginia,8683619.0
1712672,I-200-20322-915690,Certified,2020-11-30,"Software Developers, Applications","Thought Byte, Inc.",Westlake,California,127213.0,Texas,30029572.0
1712673,I-200-20322-916050,Certified,2020-12-29,"Software Developers, Applications",Bi Labs Inc,Columbus,California,119621.0,Georgia,10912876.0
1712674,I-200-20322-915693,Certified,2020-11-25,Chemists,"Eurofins Lancaster Laboratories, Inc.",Lancaster,California,60154.0,Pennsylvania,12972008.0
1712675,I-200-20323-916905,Certified,2020-11-30,Civil Engineers,Nova Engineering And Environmental Llc,Kennesaw,California,96512.0,Georgia,10912876.0
1712676,I-200-20322-915111,Certified,2020-12-02,Accountants And Auditors,"Baker Tilly Us, Llp",Encino,California,72530.0,California,39029342.0
1712677,I-200-20322-916481,Certified,2020-12-03,"Software Developers, Applications","Lowe's Companies, Inc.",Charlotte,California,110777.0,North Carolina,10698973.0
1712678,I-200-20322-915554,Certified,2020-12-09,Business Intelligence Analysts,"Wal-Mart Associates, Inc.",San Bruno,California,150925.0,California,39029342.0
1712679,I-200-20322-915560,Certified,2020-12-09,Business Intelligence Analysts,"Wal-Mart Associates, Inc.",Sunnyvale,California,163966.0,California,39029342.0
1712680,I-200-20322-916137,Certified,2020-12-10,"Software Developers, Applications",Klaxontech Inc,New York,California,116251.0,New York,19677151.0
1712681,I-200-20322-916616,Certified,2020-12-11,Electrical Engineers,Cummins Inc.,Columbus,California,66785.0,Indiana,6833037.0
1712682,I-200-20322-916672,Certified,2020-12-15,Electrical Engineers,Cummins Inc.,Columbus,California,66785.0,Indiana,6833037.0
1712683,I-200-20322-915853,Certified,2020-12-16,"Medical Scientists, Except Epidemiologists",University Of Kentucky,Lexington,California,66518.0,Kentucky,4512310.0
1712684,I-200-20323-916920,Certified,2020-12-17,"Software Developers, Applications",Globallogic Inc.,Irvine,California,106000.0,California,39029342.0
1712685,I-200-20322-916017,Certified,2020-12-17,"Computer Occupations, All Other","Bridgestone Americas, Inc.",Nashville,California,109699.0,Tennessee,7051339.0
1712686,I-200-20323-916958,Certified,2020-12-18,Computer Programmers,Globallogic Inc.,Las Vegas,California,118019.0,Nevada,3177772.0
1712687,I-200-20323-916960,Certified,2020-12-21,Database Administrators,Iconix Labs Inc,Albany,California,90854.0,New York,19677151.0
1712688,I-200-20323-918680,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,"International Technology Solutions, Inc.",Union,California,85214.0,New Jersey,9261699.0
1712689,I-200-20323-917529,Certified,2020-12-22,Computer Systems Engineers/Architects,Virtusa Corporation,Chattanooga,California,82222.0,Tennessee,7051339.0
1712690,I-200-20323-918557,Certified,2020-12-30,"Software Developers, Applications",Nowcom Corporation,Los Angeles,California,174034.0,California,39029342.0
